application_number,funding_year,state,form_version,window_status,status,category,application_name,address1,city,zipcode,entity_number,fcc_number,applicant_type,enrollment,nslp_count,nslp_percent,locale,request_amount,congress_district
201016483,2020,OH,Original,In Window,Certified,Category1,Carrollton Exmptd Vlg Sch Dist,252 3rd St Ne,Carrollton,44615,129650,11970522,School District,639,359,56.00%,Rural,"$46,128.00",Congressional District 6
201038490,2020,OH,Original,In Window,Certified,Category1,Kenton City School District,222 W Carrol St,Kenton,43326,129203,13751342,School District,1894,1021,54.00%,Rural,"$20,504.83",Congressional District 5
201008985,2020,OH,Original,In Window,Certified,Category1,Tipp City Ex Village Sch Dist,90 S Tippecanoe Dr,Tipp City,45371,129952,13404421,School District,2610,340,13.00%,Urban,"$11,208.00",Congressional District 8
201028418,2020,OH,Original,In Window,Certified,Category1,Eastland/Fairfield Career And Technical Schools,4300 Amalgamated Pl,Groveport,43125,129134,13651567,School District,1278,240,19.00%,Urban,"$7,603.20",Congressional District 3
201021996,2020,OH,Original,In Window,Certified,Category1,Eastland/Fairfield Career And Technical Schools,4300 Amalgamated Pl,Groveport,43125,129134,13651567,School District,1278,240,19.00%,Urban,"$9,043.20",Congressional District 3
201001224,2020,OH,Original,In Window,Certified,Category1,Ashtabula Area City Schools,6610 Sanborn Road,Ashtabula,44004,129401,12809257,School District,3487,3391,97.00%,Rural,"$128,309.40",Congressional District 14
201019620,2020,OH,Original,In Window,Certified,Category1,Osnaburg Local School District,310 Browning Ct N,East Canton,44730,129711,12673794,School District,847,338,40.00%,Urban,"$4,611.60",Congressional District 7
201038332,2020,OH,Original,In Window,Certified,Category1,Elgin Local School District,1239 Keener Road South,Marion,43302,129187,10803468,School District,1022,567,55.00%,Rural,"$3,350.40",Congressional District 4
201046410,2020,OH,Original,In Window,Certified,Category1,Elgin Local School District,1239 Keener Road South,Marion,43302,129187,10803468,School District,1022,567,55.00%,Rural,"$18,240.00",Congressional District 4
201033181,2020,OH,Original,In Window,Certified,Category1,Elgin Local School District,1239 Keener Road South,Marion,43302,129187,10803468,School District,1022,567,55.00%,Rural,"$10,080.00",Congressional District 4
201026814,2020,OH,Original,In Window,Certified,Category1,Niles City Schools,309 North Rhodes,Niles,44446,129614,14324982,School District,2351,1812,77.00%,Urban,"$77,738.40",Congressional District 13
201018183,2020,OH,Original,In Window,Certified,Category1,Martins Ferry City School District,5001 Ayers Limestone Road,Martins Ferry,43935,129374,11967114,School District,1569,867,55.00%,Urban,"$26,940.29",Congressional District 6
201026326,2020,OH,Original,In Window,Certified,Category1,Crestview Local School Dist,531 E Tully St,Convoy,45832,130118,13990940,School District,816,237,29.00%,Rural,"$13,680.00",Congressional District 5
201039160,2020,OH,Original,In Window,Certified,Category1,Mount Healthy City School Dist,7615 Harrison Ave,Cincinnati,45231,129882,11801149,School District,3379,3137,93.00%,Urban,"$7,776.00",Congressional District 2
201022915,2020,OH,Original,In Window,Certified,Category1,Lorain City School District,2600 Ashland Avenue,Lorain,44052,129434,20872164,School District,7218,6810,94.00%,Urban,"$127,377.02",Congressional District 9
201045375,2020,OH,Original,In Window,Certified,Category1,Lorain City School District,2600 Ashland Avenue,Lorain,44052,129434,20872164,School District,7218,6810,94.00%,Urban,"$65,025.00",Congressional District 9
201009121,2020,OH,Original,In Window,Certified,Category1,Mount Healthy City School Dist,7615 Harrison Ave,Cincinnati,45231,129882,11801149,School District,3379,3137,93.00%,Urban,"$59,256.14",Congressional District 2
201001436,2020,OH,Original,In Window,Certified,Category1,Brookville Local School Dist,75 June Place,Brookville,45309,129907,2993749,School District,1469,346,24.00%,Urban,"$14,010.00",Congressional District 10
201010680,2020,OH,Original,In Window,Certified,Category1,Troy City School District,500 N Market St,Troy,45373,129956,2993087,School District,4468,1239,28.00%,Urban,"$49,740.00",Congressional District 8
201019358,2020,OH,Original,In Window,Certified,Category1,Hardin Northern School Dist,11589 State Route 81,Dola,45835,130121,11655347,School District,463,169,37.00%,Rural,"$14,851.20",Congressional District 5
201012694,2020,OH,Original,In Window,Certified,Category1,Southern Local School District,38095 State Route 39,Salineville,43945,129376,11727195,School District,801,704,88.00%,Rural,"$50,650.16",Congressional District 6
201012709,2020,OH,Original,In Window,Certified,Category1,Southern Local School District,38095 State Route 39,Salineville,43945,129376,11727195,School District,801,704,88.00%,Rural,"$6,749.78",Congressional District 6
201025275,2020,OH,Original,In Window,Certified,Category1,Buckeye Local School District,3044 Columbia Rd,Medina,44256,129553,2921138,School District,2634,566,21.00%,Rural,"$23,904.00",Congressional District 7
201009138,2020,OH,Original,In Window,Certified,Category1,Western Local School District,7959 State Route 124,Latham,45646,130043,11884269,School District,843,675,80.00%,Rural,"$20,520.00",Congressional District 2
201039471,2020,OH,Original,In Window,Certified,Category1,Cambridge City School District,518 South 8th Street,Cambridge,43725,129333,2996296,School District,1904,1127,59.00%,Rural,"$50,064.00",Congressional District 6
201036303,2020,OH,Original,In Window,Certified,Category1,Carlisle Local School District,724 Fairview Dr,Carlisle,45005,129797,2993715,School District,1709,516,30.00%,Urban,"$7,312.50",Congressional District 1
201036270,2020,OH,Original,In Window,Certified,Category1,Carlisle Local School District,724 Fairview Dr,Carlisle,45005,129797,2993715,School District,1709,516,30.00%,Urban,"$17,056.50",Congressional District 1
201009100,2020,OH,Original,In Window,Certified,Category1,Hillsboro City School District,39 Willettsville Pk,Hillsboro,45133,129846,14373989,School District,2371,1178,50.00%,Rural,"$22,742.40",Congressional District 2
201010270,2020,OH,Original,In Window,Certified,Category1,Preble Shawnee School District,124 Bloomfield St,Camden,45311,129908,3021169,School District,1424,593,42.00%,Rural,"$37,346.40",Congressional District 8
201038928,2020,OH,Original,In Window,Certified,Category1,Findlay City School District,2019 Broad Ave,Findlay,45840,130125,12080438,School District,6074,1991,33.00%,Urban,"$42,000.00",Congressional District 5
201045797,2020,OH,Original,In Window,Certified,Category1,Hillsboro City School District,39 Willettsville Pk,Hillsboro,45133,129846,14373989,School District,2371,1178,50.00%,Rural,"$26,112.00",Congressional District 2
201006361,2020,OH,Original,In Window,Certified,Category1,Bradford School District,760 Railroad Avenue,Bradford,45308,129906,2993780,School District,488,204,42.00%,Rural,"$11,256.00",Congressional District 8
201012220,2020,OH,Original,In Window,Certified,Category1,Hamilton County Educational Service Center,11083 Hamilton Ave,Cincinnati,45231,227709,10229391,School District,52,52,100.00%,Urban,"$16,408.87",Congressional District 1
201001764,2020,OH,Original,In Window,Certified,Category1,Cuyahoga Heights School Dist,4820 E 71st St,Cleveland,44125,129497,13393343,School District,867,174,20.00%,Urban,"$19,920.00",Congressional District 11
201035455,2020,OH,Original,In Window,Certified,Category1,Middletown City Schools,One Donham Plaza,Middletown,45042,129819,13348925,School District,6168,5926,96.00%,Urban,"$7,560.00",Congressional District 8
201015502,2020,OH,Original,In Window,Certified,Category1,Middletown City Schools,One Donham Plaza,Middletown,45042,129819,13348925,School District,6168,5926,96.00%,Urban,"$128,790.00",Congressional District 8
201010677,2020,OH,Original,In Window,Certified,Category1,Mid-East Career And Technology Centers,400 Richards Road,Zanesville,43701,209880,11993565,School District,1064,515,48.00%,Rural,"$41,023.08",Congressional District 12
201019157,2020,OH,Original,In Window,Certified,Category1,New Richmond Exmpt Vlg Sch Dst,212 Market St Fl 3,New Richmond,45157,129859,2993251,School District,2509,994,40.00%,Rural,"$50,957.26",Congressional District 2
201012361,2020,OH,Original,In Window,Certified,Category1,Yellow Springs Ex. Village District,201 S Walnut St,Yellow Springs,45387,129970,7539042,School District,602,201,33.00%,Rural,"$2,898.00",Congressional District 10
201045563,2020,OH,Original,In Window,Certified,Category1,Marion City School District,420 Presidential Dr,Marion,43302,129183,12034278,School District,4399,3764,86.00%,Urban,"$16,740.00",Congressional District 4
201035441,2020,OH,Original,In Window,Certified,Category1,Marion City School District,420 Presidential Dr,Marion,43302,129183,12034278,School District,4399,3764,86.00%,Urban,"$54,602.75",Congressional District 4
201012175,2020,OH,Original,In Window,Certified,Category1,Ashland City School District,1407 Claremont Avenue,Ashland,44805,129714,11577574,School District,3222,1230,38.00%,Rural,"$65,547.13",Congressional District 7
201040986,2020,OH,Original,In Window,Certified,Category1,West Branch Local School Dist,14277 S Main St,Beloit,44609,129646,2920502,School District,1983,664,33.00%,Rural,"$44,861.98",Congressional District 6
201018444,2020,OH,Original,In Window,Certified,Category1,Ehove J V S D,316 Mason Rd W,Milan,44846,129751,14099139,School District,866,389,45.00%,Rural,"$17,472.00",Congressional District 4
201023487,2020,OH,Original,In Window,Certified,Category1,Warren Local School District,220 Sweetapple Road,Vincent,45784,130091,14153258,School District,1959,737,38.00%,Rural,"$55,944.00",Congressional District 6
201041144,2020,OH,Original,In Window,Certified,Category1,Perry Local School District,2770 E Breese Rd,Lima,45806,130101,14197602,School District,807,807,100.00%,Rural,"$20,520.00",Congressional District 4
201021761,2020,OH,Original,In Window,Certified,Category1,Rossford Ex Village Sch Dist,325 Superior Street,Rossford,43460,129253,2915890,School District,1617,676,42.00%,Urban,"$50,846.62",Congressional District 5
201020934,2020,OH,Original,In Window,Certified,Category1,St Peter'S School District,63 S Mulberry St,Mansfield,44902,49339,14427025,School District,334,141,42.00%,Urban,"$20,239.20",Congressional District 12
201009850,2020,OH,Original,In Window,Certified,Category1,Gilead Christian School District,220 S. Main St.,Mt. Gilead,43338,17021537,24437352,School District,30,15,50.00%,Rural,"$3,647.62",Congressional District 12
201045209,2020,OH,Original,In Window,Certified,Category1,Eastern Local School District,50008 State Route 681,Reedsville,45772,130088,4169462,School District,767,390,51.00%,Rural,"$40,003.20",Congressional District 6
201014219,2020,OH,Original,In Window,Certified,Category1,Eastern Local School District,50008 State Route 681,Reedsville,45772,130088,4169462,School District,767,390,51.00%,Rural,"$23,740.80",Congressional District 6
201042595,2020,OH,Original,In Window,Certified,Category1,Chardon Local School District,428 North St,Chardon,44024,129410,13357066,School District,2733,480,18.00%,Rural,"$13,800.00",Congressional District 14
201035130,2020,OH,Original,In Window,Certified,Category1,Edison Local School District,"Po Box 158, 14890 State Highway 213",Hammondsville,43930,129372,2944262,School District,1410,694,49.00%,Rural,"$50,618.40",Congressional District 6
201040370,2020,OH,Original,In Window,Certified,Category1,Chardon Local School District,428 North St,Chardon,44024,129410,13357066,School District,2733,480,18.00%,Rural,"$11,250.00",Congressional District 14
201019050,2020,OH,Original,In Window,Certified,Category1,Amherst Exempt Vlg School Dist,185 Forest St,Amherst,44001,129393,2916898,School District,3810,878,23.00%,Urban,"$29,229.06",Congressional District 4
201023642,2020,OH,Original,In Window,Certified,Category1,Fremont City School District,500 West State Street Suite A,Fremont,43420,129233,13478029,School District,3598,1950,54.00%,Rural,"$94,080.00",Congressional District 4
201014174,2020,OH,Original,In Window,Certified,Category1,Lexington Local School Dist,103 Clever Ln,Lexington,44904,129788,4844528,School District,2448,593,24.00%,Urban,"$27,854.10",Congressional District 12
201004910,2020,OH,Original,In Window,Certified,Category1,Patrick Henry Schools,6-900 State Route 18,Hamler,43524,129275,11972775,School District,878,252,29.00%,Rural,"$18,847.22",Congressional District 5
201012843,2020,OH,Original,In Window,Certified,Category1,Mccomb Local School District,328 S Todd St,Mccomb,45858,130136,10788438,School District,650,231,36.00%,Rural,"$7,560.00",Congressional District 5
201024286,2020,OH,Original,In Window,Certified,Category1,Clark County Esc,25 W. Pleasant Street,Springfield,45506,129997,14336960,School District,49,29,59.00%,Urban,"$23,001.60",Congressional District 8
201007956,2020,OH,Original,In Window,Certified,Category1,Norwalk City School District,134 Benedict Ave,Norwalk,44857,129762,10962520,School District,2836,1275,45.00%,Rural,"$88,872.00",Congressional District 4
201013263,2020,OH,Original,In Window,Certified,Category1,Brown Local School District,3266 Coral Rd.,Malvern,44644,129664,12025920,School District,612,296,48.00%,Rural,"$5,786.80",Congressional District 6
201003601,2020,OH,Original,In Window,Certified,Category1,New Bremen School District,901 East Monroe Street,New Bremen,45869,130144,5278106,School District,761,47,6.00%,Rural,"$13,008.00",Congressional District 4
201012222,2020,OH,Original,In Window,Certified,Category1,Dayton City School District,115 South Ludlow Street,Dayton,45402,129973,11884632,School District,13681,13471,98.00%,Urban,"$228,742.92",Congressional District 10
201020568,2020,OH,Original,In Window,Certified,Category1,Columbus City Schools,270 E State St,Columbus,43215,129175,4855359,School District,48551,43201,89.00%,Urban,"$93,960.00",Congressional District 3
201020572,2020,OH,Original,In Window,Certified,Category1,Columbus City Schools,270 E State St,Columbus,43215,129175,4855359,School District,48551,43201,89.00%,Urban,"$664,848.00",Congressional District 3
201016026,2020,OH,Original,In Window,Certified,Category1,Chillicothe City Schools,425 Yoctangee Parkway,Chillicothe,45601,130001,7861719,School District,2954,2649,90.00%,Urban,"$35,672.40",Congressional District 2
