Code,StationName,Staffed,StationType,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Elevation,Population
PFS,"Post Falls, Idaho",N,Curbside Bus Stop only (no shelter),Post Falls,ID,88354,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,2165,
PGH,"Pittsburgh, Pennsylvania",Y,Station Building (with waiting room),Pittsburgh,PA,15222,United States,Mid-Atlantic,412-471-6171,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail,E,Y,60,30,744,1000000
PHA,"Phoenix (Airport), Arizona",N,Station Building (with waiting room),Phoenix,AZ,85034,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,PHX,,,,M,N,30,30,1120,1500000
PHG,"Phoenix (Greyhound), Arizona",N,Station Building (with waiting room),Phoenix,AZ,85034,United States,Southwest,602-389-4200,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,PHX,,,,M,N,30,30,1100,1500000
PHL,"Philadelphia (30th St), Pennsylvania",Y,Station Building (with waiting room),Philadelphia,PA,19104-2898,United States,Mid-Atlantic,215-349-2135,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,,,,VIA / SEPTA/NJT,E,Y,60,30,16,1585577
PHN,"Philadelphia (North), Pennsylvania",N,Station Building (with waiting room),Philadelphia,PA,19132-2400,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,114,
PIA,"Peoria, Illinois",N,Station Building (with waiting room),Peoria,IL,61602-1538,United States,Central,309-697-9000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Burlington Trailways,C,Y,30,30,494,
PIC,"Picayune, Mississippi",N,Station Building (with waiting room),Picayune,MS,39466,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,73,11759
PIT,"Pittsfield, Massachusetts",N,Platform only (no shelter),Pittsfield,MA,01201-5314,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,1004,51974
PJC,"Princeton Junction, New Jersey",Y,Station Building (with waiting room),Princeton Junction,NJ,08550-1008,United States,Northeast,973-275-5555,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,,,,New Jersey Transit,E,Y,30,30,79,
PLB,"Plattsburgh, New York",N,Station Building (with waiting room),Plattsburgh,NY,12901,United States,Northeast,518-561-8550,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,117,19298
PLO,"Plano, Illinois",N,Station Building (with waiting room),Plano,IL,60545,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,649,5600
PLS,"Pleasanton (ACE Station), California",N,Platform with Shelter,Pleasanton,CA,94566,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,,Y,,,,,,,,P,Y,15,15,333,
PLU,"Plummer, Idaho",N,Curbside Bus Stop only (no shelter),Plummer,ID,83851-9553,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,2716,
PMD,"Palmdale, California",N,Curbside Bus Stop only (no shelter),Palmdale,CA,93550-4513,United States,Southwest,800-USA-RAIL,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,,,,,P,Y,30,30,2633,
PMM,"Primm, Nevada",N,Curbside Bus Stop only (no shelter),Primm,NV,89019-7002,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,2612,
PMO,"Plymouth, New Hampshire",N,Curbside Bus Stop only (no shelter),Plymouth,NH,03264-1548,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,507,
PNT,"Pontiac, Michigan",N,Station Building (with waiting room),Pontiac,MI,48342-2276,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,933,67124
POG,"Portage, Wisconsin",N,Platform with Shelter,Portage,WI,53901,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,811,9919
POH,"Port Henry, New York",N,Station Building (with waiting room),Port Henry,NY,12974-1324,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,109,2500
PON,"Pontiac, Illinois",N,Station Building (with waiting room),Pontiac,IL,61764,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,639,11353
POR,"Portland, Maine",Y,Station Building (with waiting room),Portland,ME,04102-2630,United States,Northeast,207-828-3939,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,Concord Trailway/VIA,E,Y,45,30,20,16557
POS,"Pomona (Sunset Ltd), California",N,Platform only (no shelter),Pomona,CA,91768,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,866,154271
POU,"Poughkeepsie, New York",N,Station Building (with waiting room),Poughkeepsie,NY,12601-2909,United States,Northeast,800-638-7646,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,Metro-North Railroad,E,Y,30,30,55,89000
PRB,"Paso Robles, California",N,Station Building (with waiting room),Paso Robles,CA,93446-2856,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,,,,,P,Y,30,30,729,20000
PRC,"Prince, West Virginia (Beckley)",Y,Station Building (with waiting room),Prince,WV,25907,United States,Mid-Atlantic,304-253-6651,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,45,30,1198,29003
PRI,"Perris, California",N,Curbside Bus Stop only (no shelter),Perris,CA,92571-4702,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,1454,
PRK,"Port Kent, New York",N,Platform only (no shelter),Port Kent,NY,12975,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,,,,,E,Y,30,30,142,500
PRM,"Point of Rocks, Maryland",,Pseudo Station,Point of Rocks,MD,21777,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,,
PRO,"Provo, Utah",N,Platform with Shelter,Provo,UT,84601-4542,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,M,Y,30,30,4523,60000
PRV,"Perryville, Maryland",,Pseudo Station,Perryville,MD,21903,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,,
PSC,"Pasco, Washington",Y,Station Building (with waiting room),Pasco,WA,99301-5378,United States,Pacific Northwest,509-545-1554,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,P,Y,60,30,390,49927
PSK,"Petoskey, Michigan",N,Curbside Bus Stop only (no shelter),Petosky,MI,49770-2327,United States,Central,800-231-2222,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,30,30,634,6200
PSN,"Palm Springs (Train), California",N,Platform with Shelter,Palm Springs,CA,92262,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,PSX,,,,P,Y,30,30,685,47806
PSP,"Palm Springs (Buses-Airport), California",N,Curbside Bus Stop only (no shelter),Palm Springs,CA,92262,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,PSX,,,,P,Y,30,30,418,100000
PSS,"Palm Springs (Buses-Downtown), California",N,Curbside Bus Stop only (no shelter),Palm Springs,CA,92262-6414,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,458,
PST,"Pellston, Michigan",N,Curbside Bus Stop only (no shelter),Pellston,MI,49769,United States,Central,800-231-2222,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,696,580
PTB,"Petersburg, Virginia",Y,Station Building (with waiting room),Petersburg,VA,23803-1642,United States,Southern,804-526-4077,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,60,30,103,
PTC,"Petaluma, California",N,Curbside Bus Stop only (no shelter),Petaluma,CA,94952,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,32,41300
PTE,"Pateros, Washington",N,Curbside Bus Stop only (no shelter),Pateros,WA,98846,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,800,
PTH,"Port Huron, Michigan",Y,Station Building (with waiting room),Port Huron,MI,48060,United States,Central,810-985-9607,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,VIA Rail Canada,E,Y,30,30,604,35796
PTL,"Potlatch, Idaho",N,Curbside Bus Stop only (no shelter),Potlatch,ID,83855,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,2502,
PTS,"Portsmouth, New Hampshire",N,Station Building (with waiting room),Portsmouth,NH,03801-7126,United States,Northeast,603-430-1100,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,C&J Trailways,E,Y,30,30,62,
PUB,"Pueblo, Colorado",N,Station Building (with waiting room),Pueblo,CO,81003,United States,Central,719-543-2775,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound,M,Y,30,30,4663,99600
PUL,"Pullman, Washington",N,Station Building (with waiting room),Pullman,WA,99163-3429,United States,Pacific Northwest,509-334-1412,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Bus tickets only.,P,Y,30,30,2359,23600
PUR,"Purcell, Oklahoma",N,Station Building (with waiting room),Purcell,OK,73080,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,1037,6129
PVD,"Providence, Rhode Island",Y,Station Building (with waiting room),Providence,RI,02903,United States,Northeast,401-727-7276,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,,,,Via Rail Canada,E,Y,60,30,17,175000
PVL,"Pauls Valley, Oklahoma",N,Station Building (with waiting room),Pauls Valley,OK,73075,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,873,6121
PXN,"Phoenix (Metro Center Transit Station), Arizona",N,Platform only (no shelter),Phoenix,AZ,85023,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,PHX,,,,M,N,30,30,1230,1500000
QAN,"Quantico, Virginia",N,Platform with Shelter,Quantico,VA,22134-3444,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,36,600
QCY,"Quincy, Illinois",N,Station Building (with waiting room),Quincy,IL,62301,United States,Central,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,623,40000
QUC,"Quincy, Washington",N,Curbside Bus Stop only (no shelter),Quincy,WA,98848-1497,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,1299,3738
RAT,"Raton, New Mexico",Y,Station Building (with waiting room),Raton,NM,87740-3903,United States,Southwest,800-USA-RAIL,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,,,,,,M,Y,30,30,6661,8500
RBC,"Richmond, British Columbia",N,Curbside Bus Stop only (no shelter),Richmond,BC,V6X 2M9,Canada,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,,P,Y,30,30,20,148867
RBF,"Red Bluff, California",N,Curbside Bus Stop only (no shelter),Red Bluff,CA,96080-3802,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,Y,,,,,,,P,Y,30,30,303,94900
RCK,"Rockford, Illinois",N,Station Building (with waiting room),Rockford,IL,61108-4606,United States,Central,800-747-0994,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,,,,,,C,Y,30,30,837,
RDD,"Redding (Amtrak Station), California",N,Station Building (with waiting room),Redding,CA,96001-1712,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,,,,,P,Y,30,30,560,90033
RDM,"Redmond Airport, Oregon",N,Curbside Bus Stop only (no shelter),Redmond,OR,97756,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,local bus tickets,P,Y,30,30,3063,
RDR,"Redding (RABA Transit Center), California",N,Platform with Shelter,Redding,CA,96001-1008,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,,Y,,,RDX,,,,P,Y,30,30,559,
RDS,"Rio Dell-Scotia, California",N,Curbside Bus Stop only (no shelter),Scotia,CA,95565,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,159,2687
RDW,"Red Wing, Minnesota",N,Station Building (with waiting room),Red Wing,MN,55066,United States,Central,651-385-5934,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,687,15687
REE,"Reed City, Michigan",N,Curbside Bus Stop only (no shelter),Reed City,MI,49677-1119,United States,Central,800-231-2222,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,1080,2379
REF,Refund,,Pseudo Station,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
REN,"Rensselaer, Indiana",N,Platform with Shelter,Rensselaer,IN,47978,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,C,Y,30,30,668,5045
RGH,"Raleigh, North Carolina",Y,Station Building (with waiting room),Raleigh,NC,27601,United States,Southern,919-833-7594,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,60,60,311,1200000
RHI,"Rhinecliff, New York",Y,Station Building (with waiting room),Rhinecliff,NY,12574,United States,Northeast,845-876-2729,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,45,30,39,2336
RIC,"Richmond, California",N,Platform with Shelter,Richmond,CA,94802,United States,Pacific,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,,,,,P,Y,30,30,38,
RIV,"Riverside, California",N,Platform with Shelter,Riverside,CA,92507-4223,United States,Southwest,800-USA-RAIL,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,,,,,P,Y,45,45,873,240000
RKF,"Rockford, Michigan",N,Curbside Bus Stop only (no shelter),Rockford,MI,49341,United States,Central,800-231-2222,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,,,,,E,Y,30,30,871,3750
RKI,"Rock Island, Illinois",N,Curbside Bus Stop only (no shelter),Rock Island,IL,61201,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,591,
RKV,"Rockville, Maryland",N,Platform with Shelter,Rockville,MD,20850,United States,Mid-Atlantic,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,425,50000
RLN,"Rocklin, California",N,Station Building (with waiting room),Rocklin,CA,95677,United States,Pacific,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,30,30,254,
RLP,Destination code for Rail Pass,,Pseudo Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT,"Rocky Mount, North Carolina",Y,Station Building (with waiting room),Rocky Mount,NC,27804-5820,United States,Southern,252-446-3646,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,,,,Via Rail Canada,E,Y,60,30,113,60000
RNO,"Reno, Nevada",Y,Station Building (with waiting room),Reno,NV,89501-1425,United States,Pacific,775-329-8638,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,,,,Via Rail Canada,P,Y,60,20,4501,120000
RNY,"Running Y Ranch, Oregon",N,Curbside Bus Stop only (no shelter),Klamath Falls,OR,97601,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,4220,
ROC,"Rochester, New York",Y,Station Building (with waiting room),Rochester,NY,14605,United States,Northeast,585-454-2894,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,E,Y,60,30,518,230000
ROD,"Rockland, Maine",N,Station Building (with waiting room),Rockland,ME,04841-3366,United States,Northeast,207-596-2202,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Concord Trailways,E,Y,30,30,2,
ROM,"Rome, New York",N,Station Building (with waiting room),Rome,NY,13440,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,437,34220
ROY,"Royal Oak, Michigan",N,Platform with Shelter,Royal Oak,MI,48069,United States,Central,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,,,,,E,Y,30,30,664,57984
RPA,Rail Pass,,Pseudo Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPC,"Rohnert Park, California",N,Curbside Bus Stop only (no shelter),Rohnert Park,CA,94928,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,99,22965
RPH,"Randolph, Vermont",N,Platform only (no shelter),Randolph,VT,05060,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,705,5091
RPT,"Reedsport, Oregon",N,Curbside Bus Stop only (no shelter),Reedsport,OR,97467-1605,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,to EUG only,P,Y,30,30,60,
RSP,"Rouses Point, New York",N,Platform only (no shelter),Rouses Point,NY,12979,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,119,2250
RSV,"Roseville, California",N,Platform with Shelter,Roseville,CA,95678-2242,United States,Pacific,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,30,30,156,32700
RTE,"Route 128, Westwood, Massachusetts",Y,Station Building (with waiting room),Westwood,MA,02090-2307,United States,Northeast,781-751-5100,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,Via Rail Canada,E,Y,30,30,53,12750
RTL,"Rantoul, Illinois",N,Platform with Shelter,Rantoul,IL,61866,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,C,Y,30,30,755,20641
RTZ,"Ritzville, Washington",N,Curbside Bus Stop only (no shelter),Ritzville,WA,99169,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,,P,Y,30,30,1885,
RUD,"Rutland, Vermont",N,Station Building (with waiting room),Rutland,VT,05701,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,547,18001
RUG,"Rugby, North Dakota",Y,Station Building (with waiting room),Rugby,ND,58368,United States,Central,701-776-5774,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,1560,2574
RVD,"Riverdale, Maryland",,Pseudo Station,Riverdale,MD,20737,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,,
RVM,"Richmond (Main St), Virginia",N,Station Building (with waiting room),Richmond,VA,23219,United States,Mid-Atlantic,804-646-6246,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,RVX,,,,E,Y,30,30,26,100000
RVR,"Richmond (Staples Mill Rd), Virginia",Y,Station Building (with waiting room),Richmond,VA,23228,United States,Mid-Atlantic,804-553-2903,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,,RVX,,,Via Rail Canada,E,Y,60,30,208,200000
RVT,"Rio Vista, California",N,Curbside Bus Stop only (no shelter),Rio Vista,CA,94571-1837,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,17,
SAB,"St. Albans, Vermont",N,Station Building (with waiting room),St Albans,VT,05478,United States,Northeast,802-527-7706,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,389,7409
SAC,"Sacramento, California",Y,Station Building (with waiting room),Sacramento,CA,95814-2308,United States,Pacific,916-444-2475,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,SAX,,,Via Rail Canada,P,Y,60,30,33,369305
SAF,"Santa Fe (Lamy Shuttle), New Mexico",N,Curbside Bus Stop only (no shelter),Santa Fe,NM,87501,United States,Southwest,505-982-8829,N,N,N,N,N,N,N,N,Y,N,,,Y,,,,,,M,Y,120,120,,59200
SAL,"Salisbury, North Carolina",N,Station Building (with waiting room),Salisbury,NC,28144,United States,Southern,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,748,28480
SAN,"San Diego (Downtown), California",Y,Station Building (with waiting room),San Diego,CA,92101-3339,United States,Southwest,619-239-9989,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,,,,Via Rail Canada,P,Y,60,30,15,875500
SAO,"Saco, Maine",N,Station Building (with waiting room),Saco,ME,04072-3502,United States,Northeast,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,61,18289
SAP,"Santa Paula, California",N,Curbside Bus Stop only (no shelter),Santa Paula,CA,93060-3376,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,244,24400
SAR,"Saratoga Springs, New York",Y,Station Building (with waiting room),Saratoga Springs,NY,12866,United States,Northeast,518-587-8354,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,30,30,325,23000
SAS,"San Antonio, Texas",Y,Station Building (with waiting room),San Antonio,TX,78205,United States,Southwest,210-223-3226,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,,,,Via Rail Canada,C,Y,60,30,660,1296682
SAT,"Santa Maria, California",N,Curbside Bus Stop only (no shelter),Santa Maria,CA,93455,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,SGX,,,,P,Y,30,30,242,20000
SAV,"Savannah, Georgia",Y,Station Building (with waiting room),Savannah,GA,31401-1634,United States,Southern,912-234-2611,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,VIA Rail Canada,E,Y,60,30,17,142350
SBA,"Santa Barbara, California",Y,Station Building (with waiting room),Santa Barbara,CA,93101-3833,United States,Southwest,805-963-1015,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,,,,Via Rail Canada,P,Y,60,30,22,90200
SBG,"Sebring, Florida",Y,Station Building (with waiting room),Sebring,FL,33870-3513,United States,Southern,863-385-7188,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canda,E,Y,60,30,145,10648
SBY,"Shelby, Montana",Y,Station Building (with waiting room),Shelby,MT,59474-2050,United States,Pacific Northwest,406-434-5031,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,M,Y,60,30,3283,3216
SCA,"St. Catharines, Ontario",Y,Station Building (with waiting room),St. Catharines,ON,L2S 2K3,Canada,VIA Rail Canada Inc.,888-842-7245,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,YCM,VIAnet:  SCAT,VIA Rail Canada,E,Y,45,30,357,
SCC,"Santa Clara (University), California",N,Platform with Shelter,Santa Clara,CA,95050-4319,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,,,,,P,Y,30,30,69,
SCD,"St. Cloud, Minnesota",N,Station Building (with waiting room),St. Cloud,MN,56304-0751,United States,Central,320-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,1025,66948
SCH,"Schriever, Louisiana",N,Platform only (no shelter),Schriever,LA,70395,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,16,3018
SCS,"Sacramento (State Capitol), California",N,Curbside Bus Stop only (no shelter),Sacramento,CA,95814-4905,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,N,N,N,Y,N,,SAX,,,,P,Y,0,0,21,
SCZ,"Santa Cruz, California",N,Curbside Bus Stop only (no shelter),Santa Cruz,CA,95060,United States,Pacific,000-000-0000,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,9,234400
SDC,"Sedona, Arizona",N,Curbside Bus Stop only (no shelter),Sedona,AZ,86336-4223,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,,,,Y,,SDX,,,,M,N,15,15,4349,
SDL,"Slidell, Louisiana",N,Station Building (with waiting room),Slidell,LA,70458,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,8,28089
SDY,"Schenectady, New York",Y,Station Building (with waiting room),Schenectady,NY,12305-1817,United States,Northeast,518-346-8651,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,60,30,245,72000
SEA,"Seattle (Amtrak), Washington",Y,Station Building (with waiting room),Seattle,WA,98104-2868,United States,Pacific Northwest,206-382-4125,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,STX,,,Via Rail Canada,P,Y,60,30,26,530832
SEB,"Seabrook, Maryland",,Pseudo Station,Lanham,MD,20706,,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,,
SED,"Sedalia, Missouri",N,Station Building (with waiting room),Sedalia,MO,65301,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,890,20600
SES,"Seaside, California",N,Curbside Bus Stop only (no shelter),Seaside,CA,93955,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,39,
SFA,"Sanford (Auto Train), Florida",Y,Station Building (with waiting room),Sanford,FL,32771-2385,United States,Southern,407-323-4800,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,120,120,21,
SFB,San Francisco Bay Cruise Admission Ticket,,Pseudo Station,San Francisco,CA,94133,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFC,"San Francisco (Ferry), California",Y,Station Building (with waiting room),San Francisco,CA,94105-1216,United States,Pacific,415-546-4558,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,Y,,,,VIA Rail Canada,P,Y,45,30,8,824525
SFF,"San Francisco (Financial), California",N,Curbside Bus Stop only (no shelter),San Francisco,CA,94111-4800,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,9,659000
